iter	Logloss
355	0.02492911649
356	0.02487237088
357	0.02470889949
358	0.02458240769
359	0.02452372086
360	0.02438850729
361	0.02432100835
362	0.02427034179
363	0.02416427426
364	0.02413718761
365	0.0240637597
366	0.02398566053
367	0.02390773298
368	0.02388262182
369	0.02381379497
370	0.02371057773
371	0.02362853515
372	0.02357026656
373	0.02349736529
374	0.02341160642
375	0.02335205577
376	0.02331237221
377	0.0231927343
378	0.02310422161
379	0.0230333369
380	0.02293120747
381	0.02284646117
382	0.02279139521
383	0.02264445239
384	0.02250631963
385	0.02244273098
386	0.02228080532
387	0.02212742843
388	0.02205951657
389	0.02194301822
390	0.02190040207
391	0.0218505008
392	0.02181642306
393	0.02169763573
394	0.02160014383
395	0.02142546517
396	0.02131635427
397	0.02127066703
398	0.02122192793
399	0.02108779194
400	0.02104631985
401	0.02101072216
402	0.02094089436
403	0.02085186483
404	0.02080895572
405	0.02076653035
406	0.02071780545
407	0.02061134295
408	0.02056738314
409	0.02049404212
410	0.02045191688
411	0.02042699223
412	0.02040775323
413	0.02033945403
414	0.020285135
415	0.02024982177
416	0.02015830363
417	0.0200216606
418	0.01989398016
419	0.01983360177
420	0.01980997553
421	0.01978361606
422	0.01976581961
423	0.01972251181
424	0.01968770813
425	0.0196522316
426	0.01959121588
427	0.01954907203
428	0.01945789928
429	0.01942523821
430	0.01936766417
431	0.01931038541
432	0.01927611961
433	0.01924214395
434	0.01920619997
435	0.01916298818
436	0.01914530175
437	0.01903752301
438	0.01902663659
439	0.01900140985
440	0.01897016022
441	0.01890218641
442	0.01882062153
443	0.01876052433
444	0.01872578953
445	0.01870546348
446	0.01867647549
447	0.01863572071
448	0.01860908713
449	0.018503965
450	0.01845647144
451	0.01841590512
452	0.01835830537
453	0.01831599151
454	0.01828557459
455	0.01821668611
456	0.01816758591
457	0.01811260924
458	0.01809231456
459	0.01795935811
460	0.01792721432
461	0.01789680627
462	0.01785266812
463	0.01780163955
464	0.01770608045
465	0.01764208216
466	0.01760550864
467	0.01753214158
468	0.01751658057
469	0.01746147132
470	0.01738141815
471	0.01735254688
472	0.01729148822
473	0.01715732929
474	0.017105823
475	0.01698086293
476	0.01693565812
477	0.01690334887
478	0.01686212273
479	0.01681612048
480	0.01677541893
481	0.0167110764
482	0.01661720834
483	0.01654326607
484	0.01650928776
485	0.01644597678
486	0.0164108795
487	0.01638630271
488	0.01634885207
489	0.01633462971
490	0.01630090924
491	0.0162425125
492	0.01619146801
493	0.01615247056
494	0.0161348126
495	0.0161085481
496	0.01607843743
497	0.01603276578
498	0.01599276293
499	0.01593280555
